index,name,latitude,longitude,website,phone,email,num_reviews,rating,website_status_code
2692,Pont du Faubourg,48.235416,-70.201675,,,,36,4.0,404
2693,Port de Refuge Cap-a-l'Aigle,47.664513,-70.10043,http://www.refugecapalaigle.com,+1 418-665-3698,,5,4.5,200
2694,"Poste d'Observation pour la Montee du Saumon de Matane, Barrage Mathieu-D'Amours",48.84353,-67.52959,http://www.zecsaumonmatane.com/saumon-poste-accueil.html,+1 418-562-7006,,26,3.5,200
2695,Potager Yvanhoe,46.699074,-71.07081,http://potageryvanhoe.com/,+1 418-882-2342,,2,5.0,200
2696,Poterie de port-au-persil,47.82006,-69.89729,http://www.poteriedeportaupersil.com,+1 418-638-2349,,27,4.0,200
2697,Pourvoirie Au pays de Real Masse,46.45508,-73.67503,http://Www.realmasse.com,+1 450-884-5502,,44,4.0,403
2698,Pourvoirie Club Fontbrune,46.88086,-75.63512,http://www.fontbrune.ca/,+1 819-623-2663,info@pourvoiriefontbrune.com,32,5.0,200
2699,Pourvoirie Club Hosanna Day Tours,47.070040000000006,-72.91678,http://clubhosanna.qc.ca,+1 819-646-5244,,10,4.5,200
2700,Pourvoirie Domaine Bazinet,46.36853,-73.73464,http://www.domainebazinet.com/fr/index.php,+1 450-886-4444,,28,4.5,403
2701,Pourvoirie Domaine Touristique de La Tuque,47.71169,-72.67752,http://www.domainetouristiquelatuque.qc.ca/,+1 866-523-9935,info@domainetouristiquelatuque.qc.ca,9,5.0,200
2702,Pourvoirie Du Lac Croche,46.313416,-73.90008,http://pourvoiriedulaccroche.com/,+1 450-883-6474,info@pourvoiriedulaccroche.com,1,4.0,200
2703,Pourvoirie Lac Degelis,48.37802,-71.03237,https://www.pourvoiriedegelis.com/,+1 418-973-1249,,1,4.0,200
2704,Pourvoirie Pavillon Basilieres,46.59594,-73.84447,,+1 450-884-0228,pourvoiriebasilieres@gmail.com,5,5.0,404
2705,Pourvoirie St-Zenon,46.507416,-73.710724,http://www.pourvoirie-stzenon.com/,+1 450-884-5320,info@pourvoirie-stzenon.com,21,4.0,200
2706,Pourvoirie Trudeau,46.527840000000005,-73.76559,http://www.pourvoirietrudeau.com/fr/,+1 450-884-5432,,10,3.0,200
2707,Pourvoirie du Lac Beauport,46.94818,-71.27026,http://www.pourvoirielacbeauport.com/,+1 418-849-4252,pourvoirielbquebec@gmail.com,39,3.5,200
2708,Pourvoirie du Rapide-Sept,48.078335,-77.386055,,,,5,4.0,404
2709,Premium Outlets Montreal,45.67363,-73.9195,http://www.premiumoutlets.com/outlets/outlet.asp?id=114&lang=fr,+1 450-710-1750,,267,3.5,200
2710,"Presbytere Saint-Nicolas, Centre de Diffusion des Arts et du Patrimoine",46.7024,-71.39938000000001,http://www.presbyteresaintnicolas.com,+1 418-831-5257,psn@ville.levis.qc.ca,3,4.5,403
2711,Presbytere St-Zephirin,47.441,-72.78445,,+1 819-523-3166,,1,5.0,404
2712,Presbytere de Blue-Sea,46.18262,-76.0541,http://presbyterebluesea.ca/,+1 819-463-0259,,1,5.0,200
2713,Pret-a-reporter,46.226902,-72.61874,http://www.pret-a-reporter.ca,+1 819-293-4477,boutique@pret-a-reporter.ca,0,,200
2714,Promenade Des Capitaines,48.847786,-67.52889,http://www.ville.matane.qc.ca/ville-attractive/pour-la-decouvrir/sites-patrimoniaux.html#33556559,+1 418-562-1065,,4,4.5,200
2715,Promenade Redmond,46.049644,-70.52402,,,,1,5.0,404
2716,Promenade de la Gorge de la Riviere Magog,45.40639,-71.89548,http://www.destinationsherbrooke.com/en/visitors/what-to-do/sports-and-the-outdoors/magog-river-gorge.aspx,+1 819-843-2331,,117,4.5,200
2717,Promontoire du lac Daigle,50.29157,-66.28466999999999,,,,2,4.0,404
2718,Pub Au Cochon Fume/The Smoked Pig Pub,46.34783,-72.4365,https://www.facebook.com/PubLeCochonFumeTheSmokedPigPub/,+1 819-602-0102,,7,4.0,200
2719,Pub Chez Rosaire,46.55518,-72.73976,,+1 819-537-9204,,0,,404
2720,Pub Deux Montagnes / Two Mo Pub,45.53444,-73.90191999999999,,+1 450-598-6998,,0,,404
2721,Pub Le Tonneau,50.21665,-66.3794,https://www.facebook.com/publetonneau/,+1 418-962-0936,,0,,200
2722,Pub Mocador,45.10758,-72.61631,,+1 450-538-2426,,11,4.0,404
2723,Pub O'Callaghan,46.04559,-73.11473000000001,https://www.facebook.com/PubOCallaghan/,+1 450-742-2737,,4,5.0,200
2724,Pub Pit Caribou,48.520557,-64.21525600000001,http://www.pitcaribou.com,+1 418-782-1443,,157,4.5,403
2725,Pub St-Barnabe,48.45219,-68.52606999999999,https://www.facebook.com/st.barnabe/,+1 418-722-5025,,4,5.0,200
2726,Pub St-Patrick,45.69255,-73.63474000000001,,+1 450-964-7418,,14,4.5,404
2727,Pub le St-Georges,45.88493,-72.48744,,+1 819-472-9265,orange@cgocable.ca,27,4.5,404
2728,Public Market St. Jerome,45.77465,-73.99798,http://www.vsj.ca/fr/marche-public.aspx,+1 450-569-5000,,1,4.0,200
2729,Pure Laine Etc.,45.8914,-74.16118,http://purelaineetc.com/,+1 450-744-1949,,4,4.5,200
2730,Purple Cabaret-Spectacle-Nightclub,45.777374,-74.0031,http://www.vieuxshack.com,+1 450-436-7500,purple_barlgbt@outlook.com,0,,200
2731,Qspa,45.48023,-73.84289,http://www.qspa.ca/,+1 514-696-7772,twingirl3@hotmail.com,8,4.0,200
2732,Quai Anse-de-roche,48.21817,-69.87481,,,,2,4.5,404
2733,Quai De Champlain,46.43716,-72.354385,http://www.municipalite.champlain.qc.ca/fr/offre-touristique_39.html,,,1,3.0,200
2734,Quai de Saint-Francois,46.99963,-70.81206,,,,10,4.0,500
2735,Quai de Saint-Jean,46.91631,-70.89648000000001,,,,11,4.0,500
2736,Quai des Bulles,47.56648,-69.86714,http://www.quaidesbulles.ca/,+1 418-492-9673,info@quaidesbulles.ca,1,5.0,200
2737,Quais de Kamouraska,47.56264,-69.87366999999999,http://www.iquebec.com/anguillekam,+1 418-492-3935,,44,4.5,200
2738,Quartier DIX30,45.446518,-73.43925,http://www.quartierdix30.com,+1 450-486-1222,marketingdix30@carbonleo.com,173,4.0,200
2739,Quatre Natures,46.85887,-71.01355,http://quatrenatures.com,+1 418-271-7234,info@quatrenatures.com,82,4.5,403
2740,Quebec Aventure Tours,46.86157,-71.0775,,+1 418-828-2048,info@quebecaventuretours.com,225,5.0,404
2741,Quebec City Ferry,46.811745,-71.20191,http://www.traversiers.com/fr/nos-traverses/traverse-quebec-levis/accueil,+1 418-837-1812,stq-quebec@traversiers.gouv.qc.ca,1390,4.5,200
2742,Quebec North Shore and Labrador Railway (QNS&L),50.20656,-66.38892,,+1 418-962-9411,,5,5.0,404
2743,Quillorama,45.36832,-73.72931,,+1 450-692-4318,,11,4.5,404
2744,Quinn Farm,45.35784,-73.9244,http://www.quinnfarm.qc.ca/,+1 514-453-1510,,60,4.0,200
2745,Rabbids Amusement Center,45.480846,-73.79629,,+1 514-490-2101,info@centrelapinscretins.com,6,4.0,404
2746,Rachel Thadal Gallery,45.6078,-73.83259,,+1 514-839-2071,info@rachelthadal.com,0,,404
2747,Rafting Valcartier,46.94019,-71.47332,,+1 418-844-2200,,15,5.0,404
2748,Raid Canada,46.33752,-74.22305,http://www.raidcanada.com,+1 819-424-5809,info@raidcanada.com,2,5.0,200
2749,Ranch Chez Ti-Gars,46.647490000000005,-71.29681,,+1 418-831-2400,,5,5.0,404
2750,Ranch Double G,45.75549,-73.64243,http://www.ranchdoubleg.com/index.htm,+1 450-474-5534,,15,2.5,200
2751,Ranch Dupont,46.48617,-72.74403000000001,http://ranchdupont.com/,+1 873-271-0035,ranchdupont@gmail.com,10,4.5,200
2752,Ranch El Pequeno,45.65057,-75.01406999999999,http://ranchelpequeno.ca/,+1 819-427-5454,lajeunesse.ranch@hotmail.com,0,,200
2753,Ranch La Douceur,46.13161,-74.29047,http://www.ranchladouceur.ca/,+1 819-321-1329,info@ranchladouceur.ca,0,,200
2754,Ranch Robert,45.59336,-74.41775,http://ranchrobert.com/,+1 450-562-9869,,2,5.0,200
2755,Ranch St-Fabien,48.28988,-68.88084,,+1 418-869-3484,,2,5.0,404
2756,Ranch Winslow,45.755547,-71.23347,http://www.ranchwinslow.com,+1 418-443-5519,info@ranchwinslow.com,2,5.0,200
2757,Ranch-O-Bois Rond,46.301796,-73.71682,http://www.ranchoboisrond.com/,,,0,,200
2758,Randonnee Mikla,46.19396,-71.82757,http://www.traineau.ca/,+1 819-362-1212,info@traineau.ca,3,5.0,200
2759,Randonnees Nature-Charlevoix,47.47957,-70.45314,http://www.randonneesnature.com/index.html,+1 418-435-6275,,2,4.0,200
2760,Rawdon Golf Resort,46.05299,-73.70119,https://www.rawdongolfresort.com,+1 450-834-2320,info@rawdongolfresort.com,17,4.0,200
2761,Rawdon Municipal Beach,46.065487,-73.73406,http://rawdon.ca/en/,+1 450-834-2596,,3,3.0,200
2762,Rebelles des Bois,48.243390000000005,-70.18011,http://www.rebellesdesbois.com,+1 418-272-1883,info@rebellesdesbois.com,0,,200
2763,RecreOFUN,45.50326,-73.385,http://www.recreofun.com/,+1 450-723-8999,info@recreofun.com,12,3.5,200
2764,Recreation Marine,45.25583,-74.14151,https://www.facebook.com/R%C3%A9cr%C3%A9ation-Marine-362582430904833/,+1 514-224-5959,info@recreations-marines.com,0,,200
2765,Refuge Faunique Marguerite-D'Youville,45.38361,-73.76709,https://ilesaintbernard.com/ilerefuge/,+1 450-698-3133,,49,5.0,403
2766,Refuge Pageau,48.568000000000005,-78.01772,http://fr.refugepageau.ca,+1 819-732-8999,,52,4.5,200
2767,Regional Museum Rimouski,48.45098,-68.52844,http://museerimouski.qc.ca,+1 418-724-2272,info@museerimouski.qc.ca,19,3.5,200
2768,Regional Park of Hautes-Gorges of the Malbaie River,47.694527,-70.225525,,+1 418-439-1227,,246,4.5,404
2769,Relais D' Information Touristique De Dunham,45.1326,-72.80022,https://www.quebecoriginal.com/en/listing/tourist-information/offices/relais-dinformation-touristique-de-dunham-1052813,+1 450-295-2418,,0,,200
2770,Relais d'Information Touristique Gare l'Heritage,47.54991,-68.64180999999999,http://www.tourismetemiscouata.qc.ca/vacances-quebec/membres/visiter/culture-patrimoine-et-sites-historiques/gare-lheritage.aspx,+1 418-853-3593,,2,4.5,200
2771,Relax O Spa,45.56292,-73.1881,http://www.relaxospa.com,+1 514-967-6818,info@relaxospa.com,0,,200
2772,Relaxarium,46.12214,-70.67115,http://www.relaxarium.ca/,+1 418-625-2942,,4,3.5,200
2773,Relay,45.457783,-73.74789399999999,http://www.relay.com/default.aspx,+1 514-631-4508,,4,4.0,200
2774,Relay,45.457794,-73.74791,http://www.relay.com/default.aspx,+1 514-631-4508,,0,,200
2775,Reseau cyclable,47.63154,-70.14158,http://www.ville.lamalbaie.qc.ca/ville-de-loisirs/reseau-cyclable,,,1,4.0,200
2776,Reseau du mont Berthier,45.31719,-72.65138,,,,3,3.5,404
2777,Reserve Ecologique des Tourbieres-de-Lanoraie,45.98741,-73.2809,http://www.environnement.gouv.qc.ca/biodiversite/reserves/tourbieres_lanoraie/res_48.htm,,,0,,200
2778,Reserve Faunique Ashuapmushuan,48.68488,-72.5043,http://www.sepaq.com/rf/ash/,+1 800-665-6527,,6,4.0,200
2779,Reserve Faunique Duchenier,48.212074,-68.51680999999999,http://www.reserveduchenier.com/,+1 418-735-5222,,1,4.0,200
2780,Reserve Faunique Mastigouche,46.477540000000005,-73.13745,http://www.sepaq.com/rf/mas/information.dot,+1 819-265-2098,,35,4.5,200
2781,Reserve Faunique de Matane,48.843990000000005,-67.5309,http://www.sepaq.com/rf/mat/,+1 418-224-3345,matane@sepaq.com,82,4.5,200
2782,Reserve Faunique de Rimouski,48.286144,-68.3372,http://www.sepaq.com/rf/rim/index.dot,+1 418-735-2226,,8,4.0,200
2783,Reserve Nationale De Faune Du Lac-Saint-Francois,45.04409,-74.46722,https://www.canada.ca/fr/environnement-changement-climatique/services/reserves-nationales-faune/existantes/lac-saint-francois.html,+1 450-264-5908,,1,3.0,200
2784,Reserve Nationale de Faune du Cap‑Tourmente,47.066390000000006,-70.80558,https://www.canada.ca/fr/environnement-changement-climatique/services/reserves-nationales-faune/existantes/cap-tourmente.html,+1 418-827-4591,cap.tourmente@ec.gc.ca,78,4.5,200
2785,Reserve Naturelle De Pointe-Yamachiche,46.26962,-72.79335,http://www.pleinairalacarte.com/qc/mauricie/pointe-yamachiche/,+1 819-296-3795,hoteldeville@yamachiche.ca,4,4.5,406
2786,Reserve faunique Rouge-Matawin,46.449013,-74.69286,http://www.sepaq.com/rf/rom/,+1 800-665-6527,,0,,200
2787,Reserve faunique de Papineau-Labelle,45.89434,-75.60764,http://www.sepaq.com/rf/pal,+1 800-665-6527,,11,4.5,200
2788,Reserve faunique de Port-Cartier-Sept-Iles,50.02318,-66.89055,http://www.sepaq.com/rf/spc/index.dot,+1 418-766-2524,,14,4.0,200
2789,Reserve faunique de Portneuf,47.00593,-72.16869,http://www.sepaq.com/rf/por/index.dot,+1 418-323-2021,,12,4.5,200
2790,Reserve faunique des Lacs-Albanel-Mistassini-et-Waconichi,49.96674,-74.22491,http://www.sepaq.com/rf/amw/index.dot,+1 418-748-7748,,2,4.5,200
2791,Reserve faunique du st-Maurice,47.07154,-72.91666,http://www.sepaq.com/rf/stm/index.dot,+1 819-646-5687,,5,3.5,200
2792,Reserve nationale de faune des Iles-de-l'Estuaire,47.8472,-69.56652,http://www.quebecoriginal.com/fr-ca/fiche/quoi-faire/sports-et-nature/reserves-fauniques/reserve-nationale-de-faune-des-iles-de-lestuaire-3181493,+1 800-668-6767,,0,,200
2793,Reserve naturelle du Boise-du-Seminaire,46.230920000000005,-72.6131,http://nicolet.ca/fr/repertoire/1671/reserve-naturelle-du-boise-du-seminaire,+1 819-293-6901,,0,,200
2794,Reservoir Beaudet,46.07406,-71.98066999999999,http://www.victoriaville.ca/page/630/reservoir-beaudet.aspx#sentier,+1 819-758-1571,loisir@victoriaville.ca,24,4.5,200
2795,Resto Bar L'Evazion,45.68712,-73.90016999999999,,+1 450-434-3525,,0,,404
2796,Resto Bar La Chope,45.35792,-73.75933,https://www.facebook.com/Resto-Bar-La-Chope-88760000279/,+1 450-692-0152,barlachope@videotron.ca,4,3.5,200
2797,Resto Bar Le Blues,49.22071,-68.15307,,+1 418-296-2212,,10,4.0,404
2798,Resto Pub Irlandais Shillelagh Farnham,45.2837,-72.97569,https://www.facebook.com/Resto-Pub-Irlandais-Shillelagh-Farnham-128503700541446/,+1 450-337-1096,,5,4.5,200
2799,Resto-Pub Le St-Gab,46.937540000000006,-71.47051,http://lestgab.com,+1 418-844-9740,info@lestgab.com,13,4.0,200
2800,Reve Line Boutique,46.22976,-73.53316,,+1 450-886-2729,reveline2016@gmail.com,0,,404
2801,"Rien ne se perd, tout se cree",46.3474,-72.90011,http://www.rienneseperd.com,+1 819-299-3857,info@rienneseperd.com,17,5.0,200
2802,Riviere-a-Mars,48.32723,-70.90706,http://www.riviereamars.com,+1 418-697-5093,peche@riviereamars.com,22,4.0,200
2803,Riviere-du-Loup & Saint-Simeon Ferry,47.84793,-69.56558000000001,http://traverserdl.com/english/home,+1 418-862-9545,,223,4.0,200
2804,Robin - Biere Naturelle,45.35546,-72.51425,https://www.facebook.com/robinbierenaturelle/,+1 450-912-1745,info@robinbierenaturelle.com,3,4.5,200
2805,Rodeo Ste Brigide,45.322655,-73.067856,http://www.rodeostebrigide.com,+1 450-775-0964,info@rodeostebrigide.com,2,4.5,200
2806,Rose Bloc,45.484512,-73.461754,https://www.rosebloc.com/en/,+1 450-445-6262,info@rosebloc.com,1,5.0,200
2807,Rose Drummond,45.89067,-72.54598,http://www.rose.ca/,+1 819-474-3488,info@rose.ca,2,4.5,403
2808,Route Des Monts Notre Dame,48.070778,-68.560936,https://montsnotredame.com/,,,1,3.0,200
2809,Route des Gerbes d'Angelica,45.58012,-74.15836,http://www.gerbesdangelica.com/,+1 450-258-1648,info@gerbesdangelica.com,36,4.5,200
2810,Route du Fleuve,47.4486,-70.45221,http://www.tourisme-charlevoix.com/fr/circuits/route-du-fleuve,,,99,5.0,200
2811,Routhierville Covered Bridge,48.180454,-67.16606999999999,,,,10,4.5,404
2812,Rouyn-Noranda Tourist Information Office,48.22395,-78.97581,http://www.tourismerouyn-noranda.ca/,+1 819-797-3195,,2,4.5,200
2813,Rpm Experience,46.79345,-71.27237,,+1 877-403-7072,rpmexperience@gmail.com,76,3.0,503
2814,Rue St-Paul,45.502743,-73.55527,http://www.oldmontreal.com,+1 514-788-6100,,1873,4.5,200
2815,Rue Ste.-Catherine,45.48501,-73.6071,http://www.villedemontreal.ca,,,3339,4.0,200
2816,Rue du Tresor,46.81238,-71.20611,,+1 418-264-5159,aart@ruedutresor.qc.ca,395,4.0,404
2817,Rustik Alpaga,45.94907,-73.40002,http://www.rustikalpaga.com/,+1 450-591-5591,,0,,200
2818,SH Karting,45.66224,-73.14519,http://www.shkarting.com/,+1 450-584-3843,sgagnon@shkarting.com,1,5.0,200
2819,SOS Aventures,45.7683,-74.01726500000001,http://www.sosaventures.ca/,+1 450-504-5044,Info@sosaventures.ca,26,4.5,200
2820,SPA Le Finlandais,45.620277,-73.796776,http://www.spalefinlandais.com/,+1 450-971-0005,,324,3.5,200
2821,Sacre Circuit,46.482143,-72.258484,https://tourismedeschenaux.ca/attraits-et-services/sacre-circuit/,,,1,4.0,200
2822,Safran Nordique,47.68826,-70.22559,http://safran-nordique.com/,+1 418-633-5002,info@safran-nordique.com,3,4.5,200
2823,Saguenay-St. Lawrence Marine Park,48.257378,-70.40214,http://parcmarin.qc.ca/,+1 418-272-2767,,12,5.0,200
2824,Saint Joseph's Oratory of Mount Royal,45.491913,-73.61646999999999,http://www.saint-joseph.org,+1 514-733-8211,info@osj.qc.ca,5325,4.5,200
2825,Saint Martin Catholic Church,45.54931,-73.76292,,+1 450-682-5515,,6,4.5,404
2826,Saint-Francois Stables,45.68125,-73.65656,https://www.facebook.com/ecuriesstfrancois/,+1 450-666-6767,,1,2.0,200
2827,Saint-Pierre Le Vignoble,46.89208,-71.06889,http://saintpierrelevignoble.com/,+1 418-991-1007,,3,4.5,403
2828,Saint-Roch,46.81283,-71.22907,http://www.stroch.com,+1 418-648-1986,info@sdcstroch.com,58,4.0,200
2829,Saint-placide Covered Bridge,47.40798,-70.61764000000001,,,,0,,404
2830,Saint_Patrice,45.26861,-72.15619000000001,http://saint-patrice.org,+1 819-843-4654,,12,4.5,200
2831,Sainte Marie Ski Area,45.940277,-75.87576999999999,http://montstemarie.com,+1 819-467-5200,mont-ste-marie2@intrawest.com,16,4.0,200
2832,Sainte-Anne-de-Bellevue Canal,45.40454,-73.95571,http://www.pc.gc.ca/eng/lhn-nhs/qc/annedebellevue/contact.aspx,+1 514-457-5546,,202,4.5,200
2833,Sainte-Jeanne-de-Chantal Catholic Church,45.34966,-73.90168,http://www.paroissesjc.org/,,,0,,200
2834,Salle Alec et Gerard Pelletier Hall,45.10697,-72.61485,http://www.salleagpelletier.com/,+1 450-538-0486,info@salleagpelletier.com,9,4.5,200
2835,Salle Andre-Mathieu,45.5574,-73.71822,http://salleandremathieu.com,+1 450-667-2040,,171,4.5,200
2836,Salle De Spectacle Jean-Marc-Dion,50.21476,-66.3758,http://www.sallejmd.com/,+1 418-962-0850,sspecta@spectacle-sept-iles.com,0,,200
2837,Salle J.-Antonio Thompson,46.34254,-72.54364,http://enspectacle.ca/salles/j.-antonio-thompson,+1 819-380-9797,,8,4.5,200
2838,Salon De Quilles Info,46.54879,-75.45625,https://www.facebook.com/Salon-de-quilles-INFO-269216503286101/,+1 819-623-1333,gnantel@infoquilles.com,0,,200
2839,Salon de Quilles Champion,45.49873,-73.48532,http://www.bowlingchampion.ca/,+1 450-671-5577,,8,3.5,200
2840,Salon de jeux de Trois-Rivieres,46.34612,-72.56328,http://salonsdejeux.lotoquebec.com/fr/trois-rivieres,+1 877-700-5836,trois-rivieres@salonsdejeux.com,1,5.0,200
2841,Salon de quilles Grande-Allee,45.70862,-73.62177,http://www.salondequillesgrandeallee.com/,+1 450-964-4141,,2,3.5,200
2842,Salon du Quilleur Lambton,45.83882,-71.09085,http://www.facebook.com/SalonduQuilleurLambton/info/?tab=overview,+1 418-486-2600,,0,,200
2843,Sanair,45.524467,-72.89211999999999,https://sanair.ca/,+1 450-772-6400,,3,2.0,200
2844,Sanctuaire De Beauvoir,45.45446,-71.89851,,+1 819-569-2535,,181,4.5,404
2845,Sanctuaire Notre-Dame-de-Lourdes,45.474540000000005,-74.29995,http://viateurs.ca/sanctuaire/,+1 450-451-4631,,26,4.5,403
2846,Sanctuaire Notre-Dame-de-la-Confiance,48.6634,-79.20035,http://www.quebecoriginal.com/fr-ca/fiche/quoi-faire/visites-et-patrimoine/edifices-et-sites-religieux/sanctuaire-notre-dame-de-la-confiance-171299836,+1 819-787-3984,,0,,200
2847,Sanctuaire Sainte-Anne-De-La-Pointe-Au-Pere,48.51531,-68.46179000000001,http://dioceserimouski.com/egl/pointe-au-pere.html,+1 418-723-6539,,7,4.5,200
2848,Sanctuaire Sainte-Marguerite-D'Youville,45.68318,-73.44223000000001,http://www.sanctuaireyouville.ca,+1 450-652-2441,,1,3.0,200
2849,Sandy Beach,45.45713,-74.1374,,,,51,4.0,404
2850,Saumon Riviere Malbaie/Camping Le Saumonier,47.711594,-70.25134,,+1 418-439-0672,,1,5.0,404
2851,Sauve Qui Peut - Saint-Jean,45.304764,-73.250885,http://sauvequipeut.ca/,+1 450-390-1110,sauvequipeutsjsr@hotmail.com,92,5.0,200
2852,Saveurs,45.63948,-74.07396999999999,http://auxsaveursduprintemps.com/,+1 450-475-8998,info@auxsaveursduprintemps.com,0,,200
2853,Savon des Cantons,45.2345,-72.22105,https://savondescantons.com/en,+1 877-868-0161,info@savondescantons.com,30,4.5,200
2854,Savonnerie Belle a croquer,46.83787,-72.50129,http://www.belleacroquer.ca,+1 418-289-2210,info@belleacroquer.ca,13,5.0,200
2855,Savonnerie Poussiere D'Etoile,48.49107,-64.26655,http://www.savonneriepoussieredetoile.com/,+1 581-353-0353,poussieredetoile2016@gmail.com,8,5.0,200
2856,Savonnerie au Pays des Bleuets,48.256126,-70.41736,http://www.savonnerieaupaysdesbleuets.com/,+1 581-222-2104,savon123@outlook.com,56,5.0,200
2857,Scandinave Spa Mont-Tremblant,46.168274,-74.60573000000001,http://www.scandinave.com/en/tremblant/,+1 888-537-2263,info@scandinave.com,704,4.5,200
2858,Scirbi,46.08552,-73.18346,,+1 450-836-4447,,6,4.0,404
2859,Scirbi,46.08588,-73.17583,,+1 450-836-4447,,6,4.0,404
2860,Sculptures G. Hovington,48.15052,-69.71218,http://www.sculpturesghovington.com/index.html,+1 418-235-4304,,0,,200
2861,Seaway Park,45.50601,-73.51803000000001,,,,3,3.5,404
2862,Second Regard,45.70323,-73.92546,http://secondregard.ca/,+1 450-951-7229,info@secondregard.ca,0,,200
2863,Secrets Nordiques Day Tours,47.073273,-70.908585,http://lessecretsnordiques.com,+1 418-827-2227,info@lessecretsnordiques.com,63,4.5,200
2864,Secteur 81,45.544693,-73.45307,http://secteur81.com,+1 450-332-2281,info@secteur81.com,5,5.0,200
2865,Seigneurie des Patriotes,45.912704,-73.456345,http://www.seigneuriedespatriotes.qc.ca/,+1 450-588-7206,,2,5.0,200
2866,Sentier Botanique Saint-Elie,46.48812,-72.95657,,+1 819-221-2839,,0,,404
2867,Sentier De L Chute Quetachou,50.28667,-62.80923000000001,,,,1,3.0,404
2868,Sentier De L'anse A La Barque,48.14151,-69.72513599999999,,,,1,3.0,404
2869,Sentier De La Colline De L'anse A L'eau,48.1434,-69.72258000000001,,,,1,4.0,404
2870,Sentier De La Fascine,49.071670000000005,-68.47689,,,,1,5.0,404
2871,Sentier De La Plate-forme,48.38728,-70.59011,,,,3,4.5,404
2872,Sentier Des Battures,48.45008,-70.89905,,,,1,3.0,404
2873,Sentier Des Cimes,45.475266,-71.20007,http://www.sepaq.com/pq/mme/,,,1,5.0,200
2874,Sentier Des Coulombe,48.296734,-68.86865,http://www.parcdubic.com/,+1 418-869-3333,admin@parcdubic.com,0,,200
2875,Sentier Des Moulins,48.346790000000006,-69.40441,,,,3,3.5,404
2876,Sentier Des Pipelines,46.719482,-79.10441999999999,,,,2,5.0,404
2877,Sentier Du Lac Gaucher,46.89561,-75.41015,http://www.saint-aime-du-lac-des-iles.ca/sentier-du-lac-gaucher,,,0,,200
2878,Sentier Du Mont Ouareau,46.252193,-74.12816,,,,1,4.0,404
2879,Sentier Du Pic Vert,46.134125,-74.00579,http://www.entrelacs.com/decouvrez-entrelacs/sentiers-pedestres/,,,1,4.0,200
2880,Sentier Eucher,48.35682,-70.86591,,,,31,4.5,404
2881,Sentier Gabrielle-roy-est,47.39415,-70.56211,,+1 418-435-2639,,3,4.5,404
2882,Sentier Les Falaises,46.67048,-73.00561,,,,2,4.0,404
2883,Sentier Les Pionniers,47.69355,-70.81434,,,,1,4.0,404
2884,Sentier Mestachibo,47.117252,-70.85895,http://www.mestachibo.com,+1 418-822-3578,,11,4.5,200
2885,Sentier Notre-Dame Kapatakan,48.29166,-70.87671,http://www.sentiernotredamekapatakan.org,,,2,5.0,200
2886,Sentier Pont De Pierre,46.32234,-75.79999000000001,,,,1,4.0,404
2887,Sentier Stolen-Bedard,49.913506,-74.363434,http://www.alltrails.com/trail/canada/quebec/sentier-stolen-bedard,,,0,,403
2888,Sentier aux rats musques,48.41593,-71.05476,http://www.lvbf.org/,+1 418-973-4261,,2,4.0,200
2889,Sentier d'interpretation de la nature de l'Ecole buissonniere,48.0974,-77.91018000000001,,+1 877-582-5367,,0,,404
2890,Sentier de la Fabrique,46.65013,-71.92761,http://www.deschambault-grondines.com/sentier-de-la-fabrique,,,4,5.0,200
2891,Sentier de la Pointe-de-l'Islet Trail,48.13856,-69.7189,https://tourismecote-nord.com/membres/randonnee-pedestre/la-pointe-de-lislet/,,,596,4.5,200
2892,Sentier des Caps,47.14077,-70.76975,http://www.sentierdescaps.com/se_rendre.php,+1 418-823-1117,,21,4.0,200
2893,Sentier des Trotteurs,46.048916,-71.68795,http://www.sentierdestrotteurs.com/,+1 819-604-7651,,0,,200
2894,Sentier international des Appalaches,48.851936,-67.53246999999999,http://www.sia-iat.com,+1 418-562-7885,info@sia-iat.com,9,4.5,200
2895,Sentier pedestre Sault aux Moutons,48.535915,-69.264534,http://Www.longuerive.ca,,,6,4.5,200
2896,Sentiers Art-et-Nature-des-Appalaches,46.486366,-72.03033,https://www.sentiersartetnature.com/,,,1,5.0,200
2897,Sentiers Nature De Chute-Saint-Philippe,46.654194,-75.22994,http://lessentiersnaturedecsp.ca/,+1 819-585-3397,,2,5.0,200
2898,Sentiers de l'Abbaye d'Oka,45.49496,-74.03149,http://www.quebecoriginal.com/fr-ca/fiche/quoi-faire/sports-et-nature/pistes-et-sentiers/sentiers-de-labbaye-doka-379579565,+1 450-323-1145,,0,,200
2899,Sentiers de la Baie des Rochers,47.95935,-69.85861,http://www.saintsimeon.ca/tourisme/tourisme-baie-des-rochers-sentiers/,,,52,4.5,200
2900,Sentiers du Moulin,46.98355,-71.2698,http://www.sentiersdumoulin.com/,+1 418-849-9652,info@sentiersdumoulin.com,10,4.0,200
2901,Sento Spa,46.668007,-71.23092,http://www.sentospa.com,+1 418-988-1730,info@sentospa.com,56,4.5,200
2902,Serenita Spa Auberge,46.453564,-73.197014,,+1 819-265-3288,,2,4.0,404
2903,Sergent Peppers Pub,46.09551,-71.29536999999999,,+1 418-335-7522,,1,5.0,404
